Ngày,Giá_đóng_cửa_thực_tế,Giá_đóng_cửa_dự_đoán
2025-07-11,28.91,26.888376417160035
2025-07-14,29.01,27.164798172712327
2025-07-15,29.74,27.88281061291695
2025-07-16,30.82,28.48294238090515
2025-07-17,31.11,29.106554045677186
2025-07-18,31.009999999999998,29.24186837911606
2025-07-21,30.57,28.883751311302184
2025-07-22,31.21,28.674718930721284
2025-07-23,31.45,29.694507565498352
2025-07-24,31.21,29.28116054177284
2025-07-25,33.16,30.116438570022584
2025-07-28,34.91,31.863223221302032
2025-07-29,32.47,31.49081486105919
2025-07-30,33.06,30.543917884826662
2025-07-31,33.35,30.934797599315644
2025-08-01,32.38,30.802868320941926
2025-08-04,33.16,30.259813853502273
2025-08-05,33.79,31.120504900217057
2025-08-06,34.42,31.64416957139969
2025-08-07,34.28,32.03397393465042
2025-08-08,34.62,32.3013556265831
2025-08-11,36.57,32.81014321088791
