time,open,high,low,close,volume,symbol
1980-12-12 05:00:00,0.09838946163654327,0.09881721816458501,0.09838946163654327,0.09838946163654327,469033600,AAPL
1980-12-15 05:00:00,0.09368417042179744,0.09368417042179744,0.09325641393661499,0.09325641393661499,175884800,AAPL
1980-12-16 05:00:00,0.08683936111701215,0.08683936111701215,0.08641161024570465,0.08641161024570465,105728000,AAPL
1980-12-17 05:00:00,0.0885503739118576,0.0889781304844495,0.0885503739118576,0.0885503739118576,86441600,AAPL
1980-12-18 05:00:00,0.09111767262220383,0.09154542350845413,0.09111767262220383,0.09111767262220383,73449600,AAPL
1980-12-19 05:00:00,0.0966784656047821,0.09710622221537414,0.0966784656047821,0.0966784656047821,48630400,AAPL
1980-12-22 05:00:00,0.10138377547264099,0.10181229746564736,0.10138377547264099,0.10138377547264099,37363200,AAPL
1980-12-23 05:00:00,0.1056620329618454,0.10608978945223964,0.1056620329618454,0.1056620329618454,46950400,AAPL
1980-12-24 05:00:00,0.11122284829616547,0.11165060484512628,0.11122284829616547,0.11122284829616547,48003200,AAPL
1980-12-26 05:00:00,0.12148969620466232,0.12191745273225568,0.12148969620466232,0.12148969620466232,55574400,AAPL
1980-12-29 05:00:00,0.12320072948932648,0.12362848608149013,0.12320072948932648,0.12320072948932648,93161600,AAPL
1980-12-30 05:00:00,0.12063418310943672,0.12063418310943672,0.12020643800497055,0.12020643800497055,68880000,AAPL
1980-12-31 05:00:00,0.11721215773833568,0.11721215773833568,0.11678440123796463,0.11678440123796463,35750400,AAPL
1981-01-02 05:00:00,0.1180676743388176,0.1189231874484137,0.1180676743388176,0.1180676743388176,21660800,AAPL
1981-01-05 05:00:00,0.11592898533145768,0.11592898533145768,0.11550123989582062,0.11550123989582062,35728000,AAPL
1981-01-06 05:00:00,0.11079506949041391,0.11079506949041391,0.1103673130273819,0.1103673130273819,45158400,AAPL
1981-01-07 05:00:00,0.10608978945223964,0.10608978945223964,0.1056620329618454,0.1056620329618454,55686400,AAPL
1981-01-08 05:00:00,0.10395101434632643,0.10395101434632643,0.10352326929569244,0.10352326929569244,39827200,AAPL
1981-01-09 05:00:00,0.10908403992652893,0.10951179633021238,0.10908403992652893,0.10908403992652893,21504000,AAPL
1981-01-12 05:00:00,0.10908408837850588,0.10908408837850588,0.10822858661413193,0.10822858661413193,23699200,AAPL
1981-01-13 05:00:00,0.10480656865749678,0.10480656865749678,0.10437881201505661,0.10437881201505661,23049600,AAPL
1981-01-14 05:00:00,0.10480650514364243,0.1052342615268577,0.10480650514364243,0.10480650514364243,14291200,AAPL
1981-01-15 05:00:00,0.10694531351327896,0.10780081515971891,0.10694531351327896,0.10694531351327896,14067200,AAPL
1981-01-16 05:00:00,0.10651758705405033,0.10651758705405033,0.10608983039855957,0.10608983039855957,13395200,AAPL
1981-01-19 05:00:00,0.11250613629817963,0.11293389296035904,0.11250613629817963,0.11250613629817963,41574400,AAPL
1981-01-20 05:00:00,0.10951179633021238,0.10951179633021238,0.10908403992652893,0.10908403992652893,30083200,AAPL
1981-01-21 05:00:00,0.11122284829616547,0.11207834997110129,0.11122284829616547,0.11122284829616547,15904000,AAPL
1981-01-22 05:00:00,0.11250613629817963,0.11336164962253846,0.11250613629817963,0.11250613629817963,35548800,AAPL
