time,open,high,low,close,volume,symbol
2025-07-10 04:00:00,74.8000565030123,74.80998992919922,74.6907281528115,74.80998992919922,10000,VTP
2025-07-11 04:00:00,74.7006711939767,74.7006711939767,74.62612499893828,74.67880249023438,8100,VTP
2025-07-14 04:00:00,74.70066849554085,74.72550964355469,74.6410300251108,74.72550964355469,21000,VTP
2025-07-15 04:00:00,74.80998778440978,74.80998778440978,74.53667449951172,74.53667449951172,9200,VTP
2025-07-16 04:00:00,74.57145844995217,74.81993059330549,74.561517441043,74.76526641845703,4500,VTP
2025-07-17 04:00:00,74.89944271349151,74.89944271349151,74.83483753041146,74.855712890625,8900,VTP
2025-07-18 04:00:00,75.06840384287995,75.06840384287995,74.90441131591797,74.90441131591797,8300,VTP
2025-07-21 04:00:00,75.02864616237616,75.21748741750486,75.02864616237616,75.1300277709961,1700,VTP
2025-07-22 04:00:00,75.18766784667969,75.2274242973019,75.18766784667969,75.18766784667969,5400,VTP
2025-07-23 04:00:00,75.01871352599085,75.01871352599085,74.84974670410156,74.84974670410156,6800,VTP
2025-07-24 04:00:00,74.81993208596167,75.00778000252942,74.81993208596167,74.94914245605469,4600,VTP
2025-07-25 04:00:00,74.94416893882058,75.0882870326882,74.91932020717772,75.04853057861328,6300,VTP
2025-07-28 04:00:00,74.93920144694718,75.01871435427086,74.88950398417784,74.94914245605469,11700,VTP
2025-07-29 04:00:00,75.03858395254298,75.30196380615234,75.03858395254298,75.30196380615234,6300,VTP
2025-07-30 04:00:00,75.17772750338148,75.26718141376467,75.08231353759766,75.08231353759766,4400,VTP
2025-07-31 04:00:00,75.13797310514056,75.1677885484936,74.95609283447266,74.95609283447266,27700,VTP
2025-08-01 04:00:00,75.37650817371167,75.44807434082031,75.29202855220738,75.44807434082031,3500,VTP
2025-08-04 04:00:00,75.58522865636982,75.67964170083825,75.48583373332009,75.67467498779297,6200,VTP
2025-08-05 04:00:00,75.63491775223257,75.66970749149347,75.57528686523438,75.57528686523438,25600,VTP
2025-08-06 04:00:00,75.55540450211586,75.61504297160918,75.42620171995479,75.53056335449219,6700,VTP
2025-08-07 04:00:00,75.58522785113958,75.58522785113958,75.51565595540673,75.57032012939453,2600,VTP
2025-08-08 04:00:00,75.52558931195396,75.56534576416016,75.41725430667644,75.56534576416016,18000,VTP
2025-08-11 04:00:00,75.5852310542856,75.6945594068943,75.5852310542856,75.59317779541016,24700,VTP
2025-08-12 04:00:00,75.38644462277587,75.47490519228069,75.32681373656072,75.4510498046875,11000,VTP
2025-08-13 04:00:00,75.70449045440273,75.75418791594257,75.65976728867768,75.67964172363281,13100,VTP
2025-08-14 04:00:00,75.5901941487685,75.5901941487685,75.52062225341797,75.52062225341797,800,VTP
2025-08-15 04:00:00,75.48583258328708,75.48583258328708,75.27711689704486,75.33576202392578,4400,VTP
2025-08-18 04:00:00,75.39638724574694,75.39638724574694,75.2671844619251,75.2701644897461,15300,VTP
2025-08-19 04:00:00,75.35166184351702,75.40135172069606,75.35166184351702,75.37650299072266,4800,VTP
2025-08-20 04:00:00,75.42123417670611,75.48483843310827,75.3963854465881,75.43116760253906,4300,VTP
2025-08-21 04:00:00,75.416259765625,75.45601621719942,75.33675444524395,75.416259765625,6700,VTP
2025-08-22 04:00:00,75.6945543826463,75.92314449909667,75.6945543826463,75.91619110107422,15400,VTP
2025-08-25 04:00:00,75.84363703521784,75.86351905367178,75.78400614539255,75.83271026611328,9700,VTP
2025-08-26 04:00:00,75.8635188609404,76.0026626586914,75.82872912011851,76.0026626586914,13000,VTP
2025-08-27 04:00:00,75.97284092960321,76.1914976173448,75.97284092960321,76.17161560058594,5600,VTP
2025-08-28 04:00:00,76.21137389678445,76.26107135711737,76.19149946231198,76.21038055419922,7400,VTP
2025-08-29 04:00:00,76.18155647014835,76.24019401222161,76.14180001947071,76.15174102783203,13900,VTP
2025-09-02 04:00:00,75.98278045654297,76.02253691048544,75.8933341222486,75.98278045654297,10700,VTP
2025-09-03 04:00:00,76.02253099094352,76.26006877069312,75.99271554850033,76.19149780273438,6800,VTP
2025-09-04 04:00:00,76.28094468564917,76.31076012830952,76.17459636842857,76.26107025146484,12500,VTP
2025-09-05 04:00:00,76.60893263293119,76.6288070678711,76.54730747735827,76.6288070678711,11400,VTP
2025-09-08 04:00:00,76.77789315845963,76.78783416748047,76.72322898299726,76.78783416748047,16700,VTP
2025-09-09 04:00:00,76.80770772857544,76.80770772857544,76.63378177791512,76.67850494384766,21900,VTP
2025-09-10 04:00:00,76.72819537461977,76.82759029887535,76.64869005109065,76.74807739257812,20700,VTP
2025-09-11 04:00:00,76.85740666156083,76.93591864340713,76.82759121703508,76.86734008789062,11100,VTP
2025-09-12 04:00:00,76.83752395492348,76.83752395492348,76.69838015987118,76.77789306640625,13100,VTP
2025-09-15 04:00:00,76.78783453425726,76.8872218766359,76.78783453425726,76.8375244140625,10100,VTP
2025-09-16 04:00:00,76.88722242728217,76.94685331658279,76.85740698263186,76.90709686279297,11600,VTP
