time,open,high,low,close,volume,symbol
2018-05-17 04:00:00,88400.0,88400.0,88400.0,88400.0,22500,VHM
2018-05-18 04:00:00,88400.0,88400.0,88400.0,88400.0,0,VHM
2018-05-21 04:00:00,88400.0,88400.0,88400.0,88400.0,0,VHM
2018-05-22 04:00:00,94560.0,94560.0,94560.0,94560.0,25,VHM
2018-05-23 04:00:00,91600.0,91600.0,88000.0,88240.0,6049475,VHM
2018-05-24 04:00:00,88640.0,91840.0,88080.0,91600.0,2421550,VHM
2018-05-25 04:00:00,91840.0,95920.0,91600.0,94000.0,2187150,VHM
2018-05-29 04:00:00,93600.0,93760.0,90480.0,92800.0,1105400,VHM
2018-05-30 04:00:00,92800.0,93600.0,90400.0,93600.0,3060325,VHM
2018-05-31 04:00:00,93600.0,94000.0,92080.0,92080.0,1473362,VHM
2018-06-01 04:00:00,92080.0,94000.0,91600.0,93200.0,1018587,VHM
2018-06-04 04:00:00,92800.0,94320.0,92400.0,94320.0,2203287,VHM
2018-06-05 04:00:00,94320.0,95200.0,93600.0,94400.0,1537362,VHM
2018-06-06 04:00:00,94000.0,96720.0,93600.0,96000.0,890287,VHM
2018-06-07 04:00:00,97600.0,97600.0,89280.0,96000.0,1459012,VHM
2018-06-08 04:00:00,96000.0,96720.0,94000.0,96000.0,578675,VHM
2018-06-11 04:00:00,96640.0,96640.0,95200.0,96000.0,532237,VHM
2018-06-12 04:00:00,96000.0,96000.0,93600.0,94400.0,1020387,VHM
2018-06-13 04:00:00,94400.0,94720.0,94080.0,94400.0,361987,VHM
2018-06-14 04:00:00,94400.0,94800.0,93040.0,93600.0,780287,VHM
2018-06-15 04:00:00,94160.0,94160.0,93200.0,93200.0,266437,VHM
2018-06-18 04:00:00,93200.0,94400.0,92800.0,93200.0,782850,VHM
2018-06-19 04:00:00,93200.0,93200.0,91760.0,92000.0,963412,VHM
2018-06-20 04:00:00,85680.0,92800.0,85680.0,92000.0,767475,VHM
2018-06-21 04:00:00,92000.0,92080.0,91200.0,92000.0,146600,VHM
2018-06-22 04:00:00,92000.0,92000.0,91200.0,91360.0,104037,VHM
2018-06-25 04:00:00,91360.0,92720.0,91360.0,92400.0,267825,VHM
2018-06-26 04:00:00,92400.0,92400.0,91280.0,92000.0,140550,VHM
2018-06-27 04:00:00,90000.0,91280.0,88000.0,88000.0,382175,VHM
2018-06-28 04:00:00,88000.0,90400.0,86400.0,88000.0,232400,VHM
2018-06-29 04:00:00,90400.0,90400.0,86800.0,89920.0,402162,VHM
2018-07-02 04:00:00,90000.0,90000.0,88000.0,89040.0,570237,VHM
2018-07-03 04:00:00,89040.0,89040.0,82880.0,82880.0,206787,VHM
2018-07-05 04:00:00,88640.0,92000.0,88640.0,91200.0,1510787,VHM
2018-07-06 04:00:00,89200.0,91120.0,89200.0,90000.0,621300,VHM
2018-07-09 04:00:00,90000.0,90720.0,90000.0,90240.0,167987,VHM
2018-07-10 04:00:00,90160.0,90240.0,86800.0,88800.0,372725,VHM
2018-07-11 04:00:00,88000.0,88800.0,86400.0,87760.0,107962,VHM
2018-07-12 04:00:00,87760.0,88640.0,86400.0,88000.0,141837,VHM
2018-07-13 04:00:00,85840.0,88800.0,85840.0,87440.0,71775,VHM
2018-07-16 04:00:00,88400.0,88400.0,84800.0,84800.0,117187,VHM
2018-07-17 04:00:00,87200.0,88800.0,84800.0,84800.0,513175,VHM
2018-07-18 04:00:00,88000.0,88000.0,85600.0,85920.0,144912,VHM
2018-07-19 04:00:00,86400.0,86400.0,85200.0,85200.0,449725,VHM
2018-07-20 04:00:00,85600.0,86400.0,84880.0,85520.0,452137,VHM
2018-07-23 04:00:00,82400.0,87600.0,82400.0,86240.0,175587,VHM
2018-07-24 04:00:00,86240.0,86240.0,86240.0,86240.0,0,VHM
2018-07-25 04:00:00,85600.0,85600.0,84320.0,85200.0,154875,VHM
2018-07-26 04:00:00,85200.0,86240.0,84800.0,84800.0,257462,VHM
2018-07-27 04:00:00,84800.0,85200.0,84000.0,84720.0,84212,VHM
2018-07-30 04:00:00,84800.0,88400.0,84000.0,88400.0,405675,VHM
2018-07-31 04:00:00,89600.0,89600.0,87040.0,88240.0,213062,VHM
2018-08-01 04:00:00,88240.0,88320.0,86800.0,86880.0,400837,VHM
2018-08-02 04:00:00,87920.0,87920.0,86880.0,87040.0,331512,VHM
2018-08-03 04:00:00,87360.0,87760.0,86800.0,87200.0,497750,VHM
2018-08-06 04:00:00,87200.0,87280.0,87040.0,87200.0,228600,VHM
2018-08-07 04:00:00,87200.0,87200.0,85600.0,86000.0,200625,VHM
2018-08-08 04:00:00,86000.0,87040.0,86000.0,86400.0,167887,VHM
2018-08-09 04:00:00,86400.0,87200.0,86400.0,86960.0,357087,VHM
