time,open,high,low,close,volume,symbol
2020-11-29 17:00:00,56774.80746043367,58472.6173121216,56706.89453125,56706.89453125,1680120,GAS.VN
2020-11-30 17:00:00,55688.210626922824,57521.84299250213,55552.38476855548,56706.89453125,1680411,GAS.VN
2020-12-01 17:00:00,56706.8962811034,57386.02559389661,56163.59951982099,57046.4609375,1240179,GAS.VN
2020-12-02 17:00:00,57046.45879386323,57657.668463457514,56706.89415022646,57386.0234375,1234053,GAS.VN
2020-12-03 17:00:00,57725.57989641195,58676.35418500675,57386.02195052565,58065.14453125,1894694,GAS.VN
2020-12-06 17:00:00,58200.97053236565,58676.35433338935,57793.49296952956,58608.44140625,1979478,GAS.VN
2020-12-07 17:00:00,58744.27282805336,58744.27282805336,58065.15018124735,58472.62109375,1437898,GAS.VN
2020-12-08 17:00:00,58404.70816017416,59491.30840843521,58065.15018124735,58472.62109375,1481581,GAS.VN
2020-12-09 17:00:00,58472.619747554694,58676.3585435916,57318.11328125,57318.11328125,1658965,GAS.VN
2020-12-10 17:00:00,58133.06311482319,58472.62109375,57521.84671264063,58472.62109375,1190772,GAS.VN
2020-12-13 17:00:00,58472.619551439275,59219.66180106905,58268.88744503791,59083.8359375,1084317,GAS.VN
2020-12-14 17:00:00,58744.2699183803,59015.92163922843,57861.40851457594,57997.234375,1381028,GAS.VN
2020-12-15 17:00:00,58404.70589167393,58676.35761542606,57793.49620218379,58268.88671875,975554,GAS.VN
2020-12-16 17:00:00,57861.40661257398,58133.05832449246,57114.37109375,57114.37109375,2316872,GAS.VN
2020-12-17 17:00:00,57114.3712325446,57793.49382503931,57114.3712325446,57657.66796875,744615,GAS.VN
2020-12-20 17:00:00,57861.405896668904,58676.35433338935,57453.92833383281,58608.44140625,1634545,GAS.VN
2020-12-21 17:00:00,58065.14617026921,58404.7041257403,57453.92981030777,57929.3203125,1146949,GAS.VN
2020-12-22 17:00:00,57793.491545614444,58268.88202387723,57453.92691828388,57521.83984375,694906,GAS.VN
2020-12-23 17:00:00,57725.582415289144,57997.2341350132,55688.211239738754,56978.546875,1579830,GAS.VN
2020-12-24 17:00:00,56910.63343894183,57521.84311393323,56027.772046642276,57182.28515625,778252,GAS.VN
2020-12-27 17:00:00,57725.582884768475,60170.43500426483,57250.19906033712,59015.921875,2996766,GAS.VN
2020-12-28 17:00:00,59083.83316515211,59762.95576217917,58404.70387917315,59151.74609375,618782,GAS.VN
2020-12-29 17:00:00,59151.747735966695,59423.392768948004,58948.00894451665,59015.921875,848259,GAS.VN
2020-12-30 17:00:00,59083.835318039986,59151.74824911248,58540.53186946001,58812.18359375,1251073,GAS.VN
2021-01-03 17:00:00,59695.04035692895,60713.727554681784,59151.74363963819,60306.25,1717854,GAS.VN
2021-01-04 17:00:00,59762.955161887,61257.02619812965,58812.18086001846,61121.20703125,1591908,GAS.VN
2021-01-05 17:00:00,61800.32912673251,62411.53878412951,61121.20654196343,61392.8515625,1508952,GAS.VN
2021-01-06 17:00:00,61800.326810643965,63022.75276857692,60577.900852711005,62954.83984375,1902801,GAS.VN
2021-01-07 17:00:00,62954.83984375,63362.31070375997,62275.71059548084,62954.83984375,1178392,GAS.VN
2021-01-10 17:00:00,63158.57371974352,64313.086785578525,62954.84162843876,63362.3125,937467,GAS.VN
2021-01-11 17:00:00,63362.31200259292,63769.78955990709,62479.450650697196,63566.05078125,1196545,GAS.VN
2021-01-12 17:00:00,64245.17436641791,64245.17436641791,62954.84212583558,63158.57421875,1376199,GAS.VN
2021-01-13 17:00:00,62886.935765653434,63158.580814223715,62139.90017641834,62547.37109375,977054,GAS.VN
2021-01-14 17:00:00,63158.57508741715,63362.31387208551,61460.7652597512,62207.80078125,2259207,GAS.VN
2021-01-17 17:00:00,62479.45005022716,62479.45005022716,61053.291991237216,61528.67578125,1225416,GAS.VN
2021-01-18 17:00:00,61528.679326277335,61528.679326277335,57250.19821384758,57725.58203125,2241431,GAS.VN
2021-01-19 17:00:00,58404.7048824276,58744.26953125,54465.785056371846,58744.26953125,1289209,GAS.VN
2021-01-20 17:00:00,59423.390625,59695.042337132414,58744.2680336208,59423.390625,1218357,GAS.VN
2021-01-21 17:00:00,59423.393284450336,59762.95793981282,58676.357731605,58812.18359375,1339133,GAS.VN
2021-01-24 17:00:00,58608.439962256205,58880.09166412065,57453.92691828388,57521.83984375,1544882,GAS.VN
2021-01-25 17:00:00,57589.753614237416,57589.753614237416,55009.08247551342,56571.06640625,1675619,GAS.VN
2021-01-26 17:00:00,56571.06847062548,56571.06847062548,53650.8359375,53650.8359375,1186208,GAS.VN
2021-01-27 17:00:00,50255.21364902726,52971.710780197376,49915.65234375,49915.65234375,1979200,GAS.VN
2021-01-28 17:00:00,49915.65438646789,52971.712947979555,49236.528403645214,51817.203125,1137922,GAS.VN
2021-01-31 17:00:00,52156.7603047375,52767.973306321204,50594.77300934621,51070.16015625,845057,GAS.VN
2021-02-01 17:00:00,51070.16259072107,52292.588652160484,50798.514212887894,51953.02734375,1202849,GAS.VN
2021-02-02 17:00:00,53311.27371005644,54329.9609375,52971.70907125798,54329.9609375,1102496,GAS.VN
2021-02-03 17:00:00,55009.0859375,55484.473108180806,54194.13745761178,55009.0859375,996974,GAS.VN
2021-02-04 17:00:00,55824.03275443431,56367.33618414328,55144.91015625,55144.91015625,1057741,GAS.VN
2021-02-07 17:00:00,56231.51051487308,56299.42344381395,52360.50032105145,53650.8359375,2137043,GAS.VN
2021-02-08 17:00:00,53990.3981657544,55212.82421875,52971.71090308341,55212.82421875,1533662,GAS.VN
2021-02-16 17:00:00,57725.582884768475,59015.921875,56706.89561647035,59015.921875,2424487,GAS.VN
2021-02-17 17:00:00,60374.16594365,61460.76612149805,59287.5724547539,61189.12109375,2848845,GAS.VN
2021-02-18 17:00:00,59762.95440792114,60781.641624853735,59762.95440792114,60374.1640625,1430535,GAS.VN
2021-02-21 17:00:00,59762.95929103402,60577.90779337758,59151.74958651443,59898.78515625,1458019,GAS.VN
2021-02-22 17:00:00,61121.20804298943,61324.940141157196,60170.43372538271,60713.73046875,1949321,GAS.VN
2021-02-23 17:00:00,60442.076840572256,60442.076840572256,59083.83168064464,59830.8671875,1033913,GAS.VN
2021-02-24 17:00:00,60442.076490753,60713.72819674699,59898.779767716725,60577.90234375,1722140,GAS.VN
2021-02-25 17:00:00,59219.65830097055,60645.81640625,59219.65830097055,60645.81640625,1100478,GAS.VN
2021-02-28 17:00:00,61324.94274689314,62411.54296875,60713.73304851525,62411.54296875,2094178,GAS.VN
2021-03-01 17:00:00,62479.450698761066,63498.13790387849,61800.328125,61800.328125,1748237,GAS.VN
2021-03-02 17:00:00,61800.328125,62139.89275635636,61257.024714829815,61800.328125,878593,GAS.VN
